idChamber,price,fee,space(m2),sexe,availablity,asKey,asDesk,asChair,asBed,asClimatisation,asPrivateBasin,asTv,asStorage,asLan,asPrivateKitchen,asPrivateFridge,asPrivateShower,asPrivateToilet,asSunaccess,asSomethingMore,houseId,houseUrl,region,houseName,adress,longetide,latitude,medianPrice,medianFee,numberOfBed,nbShower,nbToilet,nbBath,nbKitchen,distanceToAdvanced Institute of Industrial Technology(km),distanceToAoyama Gakuin University(km),distanceToAsia University(km),distanceToBunka Gakuen University(km),distanceToBunkyo Gakuin University(km),distanceToChuo University(km),distanceToDaito Bunka University(km),distanceToGakushuin University(km),distanceToGakushuin Women's College(km),distanceToHitotsubashi University(km),distanceToHosei University(km),distanceToHoshi University(km),distanceToInternational College for Postgraduate Buddhist Studies(km),distanceToJapan Lutheran College(km),distanceToJapan Women's University(km),distanceToJuntendo University(km),distanceToKaetsu University(km),distanceToKeio University(km),distanceToKogakuin University(km),distanceToKokugakuin University(km),distanceToKokushikan University(km),distanceToKomazawa University(km),distanceToKunitachi College of Music(km),distanceToKyorin University(km),distanceToKyoritsu Women's University(km),distanceToMeiji Gakuin University(km),distanceToMeiji University(km),distanceToMeisei University(km),distanceToMejiro University(km),distanceToMusashi University(km),distanceToMusashino Academia Musicae(km),distanceToMusashino Art University(km),distanceToMusashino University(km),distanceToNational Graduate Institute for Policy Studies(km),distanceToNihon Bunka University(km),distanceToNihon University(km),distanceToNippon Medical School(km),distanceToNippon Sport Science University(km),distanceToOchanomizu University(km),distanceToOtsuma Women's University(km),distanceToRikkyo University(km),distanceToRissho University(km),distanceToSeijo University(km),distanceToSeikei University(km),distanceToSeisen University(km),distanceToSenshu University(km),distanceToShibaura Institute of Technology(km),distanceToShowa Pharmaceutical University(km),distanceToShowa University(km),distanceToShowa Women's University(km),distanceToSophia University(km),distanceToSugino Fashion College(km),distanceToTaisho University(km),distanceToTakachiho University(km),distanceToTakushoku University(km),distanceToTama Art University(km),distanceToTama University(km),distanceToTamagawa University(km),distanceToTeikyo University(km),distanceToThe University of Tokyo(km),distanceToToho Gakuen School of Music(km),distanceToToho University(km),distanceToTokai University(km),distanceToTokyo City University(km),distanceToTokyo College of Music(km),distanceToTokyo Denki University(km),distanceToTokyo Fuji University(km),distanceToTokyo Future University(km),distanceToTokyo Gakugei University(km),distanceToTokyo Institute of Technology(km),distanceToTokyo Junshin University(km),distanceToTokyo Kasei University(km),distanceToTokyo Kasei-Gakuin University(km),distanceToTokyo Medical and Dental University(km),distanceToTokyo Medical University(km),distanceToTokyo Metropolitan University(km),distanceToTokyo University of Agriculture(km),distanceToTokyo University of Agriculture and Technology(km),distanceToTokyo University of Foreign Studies(km),distanceToTokyo University of Marine Science and Technology(km),distanceToTokyo University of Science(km),distanceToTokyo University of Technology(km),distanceToTokyo University of the Arts(km),distanceToTokyo Woman's Christian University(km),distanceToTokyo Women's Medical University(km),distanceToTokyo Zokei University(km),distanceToToyo Gakuen University(km),distanceToToyo University(km),distanceToUniversity of the Sacred Heart(km),distanceToWaseda University(km),owner
407,64800,13600,22.86,Both,Available,True,True,True,True,True,False,False,True,True,True,True,True,True,False,False,1903,https://tokyosharehouse.com//eng/house/detail/1903/,SkytreeRyogokuKinshicho,Queen Residence Sumiyoshi,5 Kotobashi Sumida-ku Tokyo,139.8134252,35.6960845,64800,13600,72,0,0,0,0,9.22,10.11,25.22,10.8,5.64,6.01,16.26,9.71,9.1,33.38,6.58,12.6,6.75,25.1,8.7,4.85,27.02,8.27,10.68,10.24,15.46,17.47,36.47,22.37,5.07,9.91,4.7,37.08,12.16,13.94,13.72,33.26,24.13,8.58,16.26,4.4,5.66,16.94,7.84,6.41,10.75,15.22,24.33,21.78,10.8,5.38,4.29,34.83,13.68,13.68,7.46,35.68,9.3,15.9,48.72,18.42,18.42,34.26,11.38,5.06,20.7,16.16,12.16,18.28,9.43,5.79,10.45,5.24,29.02,15.56,43.32,10.67,46.41,4.48,4.48,39.82,17.45,26.65,26.58,9.71,6.4,43.28,5.78,20.24,8.42,44.24,5.12,6.44,9.76,8.59,Share Design Co.ltd
502,64800,13600,22.86,Both,Available,True,False,False,False,True,False,False,True,True,True,False,True,True,True,False,1903,https://tokyosharehouse.com//eng/house/detail/1903/,SkytreeRyogokuKinshicho,Queen Residence Sumiyoshi,5 Kotobashi Sumida-ku Tokyo,139.8134252,35.6960845,64800,13600,72,0,0,0,0,9.22,10.11,25.22,10.8,5.64,6.01,16.26,9.71,9.1,33.38,6.58,12.6,6.75,25.1,8.7,4.85,27.02,8.27,10.68,10.24,15.46,17.47,36.47,22.37,5.07,9.91,4.7,37.08,12.16,13.94,13.72,33.26,24.13,8.58,16.26,4.4,5.66,16.94,7.84,6.41,10.75,15.22,24.33,21.78,10.8,5.38,4.29,34.83,13.68,13.68,7.46,35.68,9.3,15.9,48.72,18.42,18.42,34.26,11.38,5.06,20.7,16.16,12.16,18.28,9.43,5.79,10.45,5.24,29.02,15.56,43.32,10.67,46.41,4.48,4.48,39.82,17.45,26.65,26.58,9.71,6.4,43.28,5.78,20.24,8.42,44.24,5.12,6.44,9.76,8.59,Share Design Co.ltd
105,40000,13000,7.29,Both,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,False,True,2171,https://tokyosharehouse.com//eng/house/detail/2171/,SkytreeRyogokuKinshicho,ECOZ Kameido,BunkaSumida-kuTokyo,139.8284266,35.7095263,43500,13000,32,5,6,1,0,11.12,11.97,26.55,12.38,6.49,7.2,16.6,10.78,10.38,34.77,8.09,14.61,7.89,26.54,9.77,6.21,28.26,10.27,12.21,12.14,17.27,19.33,37.69,23.89,6.66,11.92,6.2,38.67,13.31,14.85,14.55,34.49,25.38,10.47,16.6,5.9,6.39,18.86,8.84,8.01,11.62,17.24,25.67,23.06,12.82,6.88,6.23,36.72,15.56,15.56,9.15,37.26,9.8,17.44,50.3,20.35,20.35,36.13,11.69,6.13,22.36,18.13,13.93,20.26,10.41,4.7,11.6,3.88,30.36,17.56,44.71,10.98,48.06,5.87,5.87,41.48,19.26,28.02,28.1,11.72,7.83,44.9,4.82,21.52,9.84,45.88,6.41,7.2,11.7,9.82,FOR.C Co. Ltd.
304,45000,13000,8.08,Both,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,False,True,2171,https://tokyosharehouse.com//eng/house/detail/2171/,SkytreeRyogokuKinshicho,ECOZ Kameido,BunkaSumida-kuTokyo,139.8284266,35.7095263,43500,13000,32,5,6,1,0,11.12,11.97,26.55,12.38,6.49,7.2,16.6,10.78,10.38,34.77,8.09,14.61,7.89,26.54,9.77,6.21,28.26,10.27,12.21,12.14,17.27,19.33,37.69,23.89,6.66,11.92,6.2,38.67,13.31,14.85,14.55,34.49,25.38,10.47,16.6,5.9,6.39,18.86,8.84,8.01,11.62,17.24,25.67,23.06,12.82,6.88,6.23,36.72,15.56,15.56,9.15,37.26,9.8,17.44,50.3,20.35,20.35,36.13,11.69,6.13,22.36,18.13,13.93,20.26,10.41,4.7,11.6,3.88,30.36,17.56,44.71,10.98,48.06,5.87,5.87,41.48,19.26,28.02,28.1,11.72,7.83,44.9,4.82,21.52,9.84,45.88,6.41,7.2,11.7,9.82,FOR.C Co. Ltd.
307,44000,13000,7.031,Both,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,False,True,2171,https://tokyosharehouse.com//eng/house/detail/2171/,SkytreeRyogokuKinshicho,ECOZ Kameido,BunkaSumida-kuTokyo,139.8284266,35.7095263,43500,13000,32,5,6,1,0,11.12,11.97,26.55,12.38,6.49,7.2,16.6,10.78,10.38,34.77,8.09,14.61,7.89,26.54,9.77,6.21,28.26,10.27,12.21,12.14,17.27,19.33,37.69,23.89,6.66,11.92,6.2,38.67,13.31,14.85,14.55,34.49,25.38,10.47,16.6,5.9,6.39,18.86,8.84,8.01,11.62,17.24,25.67,23.06,12.82,6.88,6.23,36.72,15.56,15.56,9.15,37.26,9.8,17.44,50.3,20.35,20.35,36.13,11.69,6.13,22.36,18.13,13.93,20.26,10.41,4.7,11.6,3.88,30.36,17.56,44.71,10.98,48.06,5.87,5.87,41.48,19.26,28.02,28.1,11.72,7.83,44.9,4.82,21.52,9.84,45.88,6.41,7.2,11.7,9.82,FOR.C Co. Ltd.
308,44000,13000,7.03,Both,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,False,True,2171,https://tokyosharehouse.com//eng/house/detail/2171/,SkytreeRyogokuKinshicho,ECOZ Kameido,BunkaSumida-kuTokyo,139.8284266,35.7095263,43500,13000,32,5,6,1,0,11.12,11.97,26.55,12.38,6.49,7.2,16.6,10.78,10.38,34.77,8.09,14.61,7.89,26.54,9.77,6.21,28.26,10.27,12.21,12.14,17.27,19.33,37.69,23.89,6.66,11.92,6.2,38.67,13.31,14.85,14.55,34.49,25.38,10.47,16.6,5.9,6.39,18.86,8.84,8.01,11.62,17.24,25.67,23.06,12.82,6.88,6.23,36.72,15.56,15.56,9.15,37.26,9.8,17.44,50.3,20.35,20.35,36.13,11.69,6.13,22.36,18.13,13.93,20.26,10.41,4.7,11.6,3.88,30.36,17.56,44.71,10.98,48.06,5.87,5.87,41.48,19.26,28.02,28.1,11.72,7.83,44.9,4.82,21.52,9.84,45.88,6.41,7.2,11.7,9.82,FOR.C Co. Ltd.
304,49800,17800,9.4,Both,Available,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,2670,https://tokyosharehouse.com//eng/house/detail/2670/,SkytreeRyogokuKinshicho,Share Residence Sumiyoshi,SendaKoto-kuTokyo,139.815622,35.6812131,49800,17800,17,0,0,0,0,7.77,9.78,25.54,10.95,6.7,6.77,17.44,10.45,9.65,33.61,6.96,11.7,7.53,25.3,9.45,5.52,27.43,7.5,10.91,9.82,15.18,17.08,36.89,22.48,5.43,9.08,5.22,37.06,12.77,14.74,14.59,33.68,24.56,8.22,17.44,4.95,6.79,16.38,8.69,6.67,11.63,14.11,24.65,22.17,9.86,5.84,2.96,34.3,13.26,13.26,7.55,35.67,10.46,16.04,48.69,17.85,17.85,33.8,12.61,5.99,20.62,14.86,11.99,17.51,10.26,7.46,11.09,6.89,29.33,14.7,43.54,11.91,46.3,5.16,5.16,39.7,17.14,26.92,26.68,8.59,6.9,43.21,7.44,20.64,8.82,44.14,5.84,7.52,9.23,9.2,Share Design Co.ltd
202,59000,14000,7.76,Both,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,False,False,3514,https://tokyosharehouse.com//eng/house/detail/3514/,SkytreeRyogokuKinshicho,Couverture Ryogoku,1 Midori Sumida-ku Tokyo,139.8124719,35.6974523,50000,12000,8,1,2,1,0,9.33,10.09,25.13,10.73,5.5,5.89,16.1,9.59,9.0,33.29,6.5,12.64,6.63,25.02,8.57,4.74,26.92,8.3,10.61,10.23,15.43,17.46,36.37,22.3,5.0,9.95,4.61,37.02,12.04,13.81,13.59,33.16,24.03,8.57,16.1,4.31,5.51,16.94,7.71,6.34,10.61,15.29,24.24,21.68,10.85,5.29,4.4,34.82,13.67,13.67,7.41,35.62,9.15,15.83,48.66,18.43,18.43,34.25,11.22,4.93,20.65,16.24,12.12,18.3,9.3,5.63,10.33,5.1,28.93,15.59,43.23,10.51,46.36,4.38,4.38,39.77,17.42,26.56,26.51,9.78,6.31,43.23,5.61,20.14,8.33,44.19,5.01,6.29,9.76,8.48,FOR.C Co. Ltd.
301b,37000,10000,11.5,Male,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,True,False,3514,https://tokyosharehouse.com//eng/house/detail/3514/,SkytreeRyogokuKinshicho,Couverture Ryogoku,1 Midori Sumida-ku Tokyo,139.8124719,35.6974523,50000,12000,8,1,2,1,0,9.33,10.09,25.13,10.73,5.5,5.89,16.1,9.59,9.0,33.29,6.5,12.64,6.63,25.02,8.57,4.74,26.92,8.3,10.61,10.23,15.43,17.46,36.37,22.3,5.0,9.95,4.61,37.02,12.04,13.81,13.59,33.16,24.03,8.57,16.1,4.31,5.51,16.94,7.71,6.34,10.61,15.29,24.24,21.68,10.85,5.29,4.4,34.82,13.67,13.67,7.41,35.62,9.15,15.83,48.66,18.43,18.43,34.25,11.22,4.93,20.65,16.24,12.12,18.3,9.3,5.63,10.33,5.1,28.93,15.59,43.23,10.51,46.36,4.38,4.38,39.77,17.42,26.56,26.51,9.78,6.31,43.23,5.61,20.14,8.33,44.19,5.01,6.29,9.76,8.48,FOR.C Co. Ltd.
302,59000,14000,7.26,Both,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,True,False,3514,https://tokyosharehouse.com//eng/house/detail/3514/,SkytreeRyogokuKinshicho,Couverture Ryogoku,1 Midori Sumida-ku Tokyo,139.8124719,35.6974523,50000,12000,8,1,2,1,0,9.33,10.09,25.13,10.73,5.5,5.89,16.1,9.59,9.0,33.29,6.5,12.64,6.63,25.02,8.57,4.74,26.92,8.3,10.61,10.23,15.43,17.46,36.37,22.3,5.0,9.95,4.61,37.02,12.04,13.81,13.59,33.16,24.03,8.57,16.1,4.31,5.51,16.94,7.71,6.34,10.61,15.29,24.24,21.68,10.85,5.29,4.4,34.82,13.67,13.67,7.41,35.62,9.15,15.83,48.66,18.43,18.43,34.25,11.22,4.93,20.65,16.24,12.12,18.3,9.3,5.63,10.33,5.1,28.93,15.59,43.23,10.51,46.36,4.38,4.38,39.77,17.42,26.56,26.51,9.78,6.31,43.23,5.61,20.14,8.33,44.19,5.01,6.29,9.76,8.48,FOR.C Co. Ltd.
104,59000,18000,11.3,Both,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,False,False,3666,https://tokyosharehouse.com//eng/house/detail/3666/,SkytreeRyogokuKinshicho,Kyoshima Yuzu Terrace,3 Kyojima Sumida-ku Tokyo,139.8091837,35.7104065,60500,18000,19,4,4,0,0,10.62,10.5,24.81,10.72,4.77,5.47,15.05,9.04,8.65,33.04,6.42,13.48,6.15,24.82,8.03,4.51,26.52,9.11,10.52,10.71,15.72,17.82,35.95,22.19,5.05,10.76,4.55,36.98,11.57,13.13,12.85,32.75,23.64,9.04,15.05,4.26,4.68,17.45,7.11,6.38,9.9,16.27,23.93,21.32,11.74,5.21,5.69,35.24,14.1,14.1,7.55,35.58,8.17,15.75,48.61,18.94,18.94,34.61,10.14,4.39,20.71,17.38,12.36,18.98,8.67,4.17,9.85,3.71,28.62,16.37,42.97,9.43,46.39,4.18,4.18,39.81,17.71,26.29,26.39,10.81,6.13,43.22,4.14,19.79,8.14,44.22,4.69,5.49,10.34,8.08,Kanaya Sekkei LLC
202,59000,18000,11.3,Both,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,False,False,3666,https://tokyosharehouse.com//eng/house/detail/3666/,SkytreeRyogokuKinshicho,Kyoshima Yuzu Terrace,3 Kyojima Sumida-ku Tokyo,139.8091837,35.7104065,60500,18000,19,4,4,0,0,10.62,10.5,24.81,10.72,4.77,5.47,15.05,9.04,8.65,33.04,6.42,13.48,6.15,24.82,8.03,4.51,26.52,9.11,10.52,10.71,15.72,17.82,35.95,22.19,5.05,10.76,4.55,36.98,11.57,13.13,12.85,32.75,23.64,9.04,15.05,4.26,4.68,17.45,7.11,6.38,9.9,16.27,23.93,21.32,11.74,5.21,5.69,35.24,14.1,14.1,7.55,35.58,8.17,15.75,48.61,18.94,18.94,34.61,10.14,4.39,20.71,17.38,12.36,18.98,8.67,4.17,9.85,3.71,28.62,16.37,42.97,9.43,46.39,4.18,4.18,39.81,17.71,26.29,26.39,10.81,6.13,43.22,4.14,19.79,8.14,44.22,4.69,5.49,10.34,8.08,Kanaya Sekkei LLC
203,59000,18000,11.3,Both,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,False,False,3666,https://tokyosharehouse.com//eng/house/detail/3666/,SkytreeRyogokuKinshicho,Kyoshima Yuzu Terrace,3 Kyojima Sumida-ku Tokyo,139.8091837,35.7104065,60500,18000,19,4,4,0,0,10.62,10.5,24.81,10.72,4.77,5.47,15.05,9.04,8.65,33.04,6.42,13.48,6.15,24.82,8.03,4.51,26.52,9.11,10.52,10.71,15.72,17.82,35.95,22.19,5.05,10.76,4.55,36.98,11.57,13.13,12.85,32.75,23.64,9.04,15.05,4.26,4.68,17.45,7.11,6.38,9.9,16.27,23.93,21.32,11.74,5.21,5.69,35.24,14.1,14.1,7.55,35.58,8.17,15.75,48.61,18.94,18.94,34.61,10.14,4.39,20.71,17.38,12.36,18.98,8.67,4.17,9.85,3.71,28.62,16.37,42.97,9.43,46.39,4.18,4.18,39.81,17.71,26.29,26.39,10.81,6.13,43.22,4.14,19.79,8.14,44.22,4.69,5.49,10.34,8.08,Kanaya Sekkei LLC
205,59000,18000,11.3,Both,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,False,False,3666,https://tokyosharehouse.com//eng/house/detail/3666/,SkytreeRyogokuKinshicho,Kyoshima Yuzu Terrace,3 Kyojima Sumida-ku Tokyo,139.8091837,35.7104065,60500,18000,19,4,4,0,0,10.62,10.5,24.81,10.72,4.77,5.47,15.05,9.04,8.65,33.04,6.42,13.48,6.15,24.82,8.03,4.51,26.52,9.11,10.52,10.71,15.72,17.82,35.95,22.19,5.05,10.76,4.55,36.98,11.57,13.13,12.85,32.75,23.64,9.04,15.05,4.26,4.68,17.45,7.11,6.38,9.9,16.27,23.93,21.32,11.74,5.21,5.69,35.24,14.1,14.1,7.55,35.58,8.17,15.75,48.61,18.94,18.94,34.61,10.14,4.39,20.71,17.38,12.36,18.98,8.67,4.17,9.85,3.71,28.62,16.37,42.97,9.43,46.39,4.18,4.18,39.81,17.71,26.29,26.39,10.81,6.13,43.22,4.14,19.79,8.14,44.22,4.69,5.49,10.34,8.08,Kanaya Sekkei LLC
301,62000,18000,11.0,Both,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,True,True,3666,https://tokyosharehouse.com//eng/house/detail/3666/,SkytreeRyogokuKinshicho,Kyoshima Yuzu Terrace,3 Kyojima Sumida-ku Tokyo,139.8091837,35.7104065,60500,18000,19,4,4,0,0,10.62,10.5,24.81,10.72,4.77,5.47,15.05,9.04,8.65,33.04,6.42,13.48,6.15,24.82,8.03,4.51,26.52,9.11,10.52,10.71,15.72,17.82,35.95,22.19,5.05,10.76,4.55,36.98,11.57,13.13,12.85,32.75,23.64,9.04,15.05,4.26,4.68,17.45,7.11,6.38,9.9,16.27,23.93,21.32,11.74,5.21,5.69,35.24,14.1,14.1,7.55,35.58,8.17,15.75,48.61,18.94,18.94,34.61,10.14,4.39,20.71,17.38,12.36,18.98,8.67,4.17,9.85,3.71,28.62,16.37,42.97,9.43,46.39,4.18,4.18,39.81,17.71,26.29,26.39,10.81,6.13,43.22,4.14,19.79,8.14,44.22,4.69,5.49,10.34,8.08,Kanaya Sekkei LLC
101,59000,13000,6.37,Both,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,False,False,3358,https://tokyosharehouse.com//eng/house/detail/3358/,SkytreeRyogokuKinshicho,Couverture (Kuberuturu) Kinshicho Ⅱ,Sumida ku Tokyo green 4,139.82424300575013,35.666758900000005,62500,13000,33,4,4,1,0,6.81,10.31,26.54,11.9,8.34,8.26,19.09,11.86,10.95,34.49,8.2,11.52,9.01,26.18,10.89,7.0,28.5,7.63,11.93,10.25,15.66,17.42,37.94,23.28,6.73,9.05,6.63,37.7,14.07,16.16,16.06,34.73,25.64,8.78,19.09,6.38,8.46,16.55,10.2,7.84,13.12,13.59,25.64,23.24,9.66,7.19,2.73,34.4,13.62,13.62,8.54,36.32,12.12,16.91,49.3,17.97,17.97,33.97,14.3,7.58,21.26,14.05,12.63,17.42,11.73,9.16,12.44,8.52,30.3,14.52,44.4,13.6,46.82,6.66,6.66,40.23,17.57,27.87,27.46,8.19,8.23,43.79,9.17,21.72,10.03,44.69,7.34,9.16,9.57,10.56,FOR.C Co. Ltd.
102,59000,13000,7.1,Both,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,False,False,3358,https://tokyosharehouse.com//eng/house/detail/3358/,SkytreeRyogokuKinshicho,Couverture (Kuberuturu) Kinshicho Ⅱ,Sumida ku Tokyo green 4,139.82424300575013,35.666758900000005,62500,13000,33,4,4,1,0,6.81,10.31,26.54,11.9,8.34,8.26,19.09,11.86,10.95,34.49,8.2,11.52,9.01,26.18,10.89,7.0,28.5,7.63,11.93,10.25,15.66,17.42,37.94,23.28,6.73,9.05,6.63,37.7,14.07,16.16,16.06,34.73,25.64,8.78,19.09,6.38,8.46,16.55,10.2,7.84,13.12,13.59,25.64,23.24,9.66,7.19,2.73,34.4,13.62,13.62,8.54,36.32,12.12,16.91,49.3,17.97,17.97,33.97,14.3,7.58,21.26,14.05,12.63,17.42,11.73,9.16,12.44,8.52,30.3,14.52,44.4,13.6,46.82,6.66,6.66,40.23,17.57,27.87,27.46,8.19,8.23,43.79,9.17,21.72,10.03,44.69,7.34,9.16,9.57,10.56,FOR.C Co. Ltd.
103,60000,13000,7.3,Both,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,False,False,3358,https://tokyosharehouse.com//eng/house/detail/3358/,SkytreeRyogokuKinshicho,Couverture (Kuberuturu) Kinshicho Ⅱ,Sumida ku Tokyo green 4,139.82424300575013,35.666758900000005,62500,13000,33,4,4,1,0,6.81,10.31,26.54,11.9,8.34,8.26,19.09,11.86,10.95,34.49,8.2,11.52,9.01,26.18,10.89,7.0,28.5,7.63,11.93,10.25,15.66,17.42,37.94,23.28,6.73,9.05,6.63,37.7,14.07,16.16,16.06,34.73,25.64,8.78,19.09,6.38,8.46,16.55,10.2,7.84,13.12,13.59,25.64,23.24,9.66,7.19,2.73,34.4,13.62,13.62,8.54,36.32,12.12,16.91,49.3,17.97,17.97,33.97,14.3,7.58,21.26,14.05,12.63,17.42,11.73,9.16,12.44,8.52,30.3,14.52,44.4,13.6,46.82,6.66,6.66,40.23,17.57,27.87,27.46,8.19,8.23,43.79,9.17,21.72,10.03,44.69,7.34,9.16,9.57,10.56,FOR.C Co. Ltd.
301,54000,13000,7.47,Both,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,False,False,3358,https://tokyosharehouse.com//eng/house/detail/3358/,SkytreeRyogokuKinshicho,Couverture (Kuberuturu) Kinshicho Ⅱ,Sumida ku Tokyo green 4,139.82424300575013,35.666758900000005,62500,13000,33,4,4,1,0,6.81,10.31,26.54,11.9,8.34,8.26,19.09,11.86,10.95,34.49,8.2,11.52,9.01,26.18,10.89,7.0,28.5,7.63,11.93,10.25,15.66,17.42,37.94,23.28,6.73,9.05,6.63,37.7,14.07,16.16,16.06,34.73,25.64,8.78,19.09,6.38,8.46,16.55,10.2,7.84,13.12,13.59,25.64,23.24,9.66,7.19,2.73,34.4,13.62,13.62,8.54,36.32,12.12,16.91,49.3,17.97,17.97,33.97,14.3,7.58,21.26,14.05,12.63,17.42,11.73,9.16,12.44,8.52,30.3,14.52,44.4,13.6,46.82,6.66,6.66,40.23,17.57,27.87,27.46,8.19,8.23,43.79,9.17,21.72,10.03,44.69,7.34,9.16,9.57,10.56,FOR.C Co. Ltd.
304,59000,13000,7.65,Both,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,False,False,3358,https://tokyosharehouse.com//eng/house/detail/3358/,SkytreeRyogokuKinshicho,Couverture (Kuberuturu) Kinshicho Ⅱ,Sumida ku Tokyo green 4,139.82424300575013,35.666758900000005,62500,13000,33,4,4,1,0,6.81,10.31,26.54,11.9,8.34,8.26,19.09,11.86,10.95,34.49,8.2,11.52,9.01,26.18,10.89,7.0,28.5,7.63,11.93,10.25,15.66,17.42,37.94,23.28,6.73,9.05,6.63,37.7,14.07,16.16,16.06,34.73,25.64,8.78,19.09,6.38,8.46,16.55,10.2,7.84,13.12,13.59,25.64,23.24,9.66,7.19,2.73,34.4,13.62,13.62,8.54,36.32,12.12,16.91,49.3,17.97,17.97,33.97,14.3,7.58,21.26,14.05,12.63,17.42,11.73,9.16,12.44,8.52,30.3,14.52,44.4,13.6,46.82,6.66,6.66,40.23,17.57,27.87,27.46,8.19,8.23,43.79,9.17,21.72,10.03,44.69,7.34,9.16,9.57,10.56,FOR.C Co. Ltd.
305,60000,13000,7.88,Both,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,False,False,3358,https://tokyosharehouse.com//eng/house/detail/3358/,SkytreeRyogokuKinshicho,Couverture (Kuberuturu) Kinshicho Ⅱ,Sumida ku Tokyo green 4,139.82424300575013,35.666758900000005,62500,13000,33,4,4,1,0,6.81,10.31,26.54,11.9,8.34,8.26,19.09,11.86,10.95,34.49,8.2,11.52,9.01,26.18,10.89,7.0,28.5,7.63,11.93,10.25,15.66,17.42,37.94,23.28,6.73,9.05,6.63,37.7,14.07,16.16,16.06,34.73,25.64,8.78,19.09,6.38,8.46,16.55,10.2,7.84,13.12,13.59,25.64,23.24,9.66,7.19,2.73,34.4,13.62,13.62,8.54,36.32,12.12,16.91,49.3,17.97,17.97,33.97,14.3,7.58,21.26,14.05,12.63,17.42,11.73,9.16,12.44,8.52,30.3,14.52,44.4,13.6,46.82,6.66,6.66,40.23,17.57,27.87,27.46,8.19,8.23,43.79,9.17,21.72,10.03,44.69,7.34,9.16,9.57,10.56,FOR.C Co. Ltd.
306,60000,13000,7.69,Both,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,False,False,3358,https://tokyosharehouse.com//eng/house/detail/3358/,SkytreeRyogokuKinshicho,Couverture (Kuberuturu) Kinshicho Ⅱ,Sumida ku Tokyo green 4,139.82424300575013,35.666758900000005,62500,13000,33,4,4,1,0,6.81,10.31,26.54,11.9,8.34,8.26,19.09,11.86,10.95,34.49,8.2,11.52,9.01,26.18,10.89,7.0,28.5,7.63,11.93,10.25,15.66,17.42,37.94,23.28,6.73,9.05,6.63,37.7,14.07,16.16,16.06,34.73,25.64,8.78,19.09,6.38,8.46,16.55,10.2,7.84,13.12,13.59,25.64,23.24,9.66,7.19,2.73,34.4,13.62,13.62,8.54,36.32,12.12,16.91,49.3,17.97,17.97,33.97,14.3,7.58,21.26,14.05,12.63,17.42,11.73,9.16,12.44,8.52,30.3,14.52,44.4,13.6,46.82,6.66,6.66,40.23,17.57,27.87,27.46,8.19,8.23,43.79,9.17,21.72,10.03,44.69,7.34,9.16,9.57,10.56,FOR.C Co. Ltd.
309,61000,13000,8.01,Both,Available,True,True,True,True,True,False,False,True,True,False,True,False,False,False,False,3358,https://tokyosharehouse.com//eng/house/detail/3358/,SkytreeRyogokuKinshicho,Couverture (Kuberuturu) Kinshicho Ⅱ,Sumida ku Tokyo green 4,139.82424300575013,35.666758900000005,62500,13000,33,4,4,1,0,6.81,10.31,26.54,11.9,8.34,8.26,19.09,11.86,10.95,34.49,8.2,11.52,9.01,26.18,10.89,7.0,28.5,7.63,11.93,10.25,15.66,17.42,37.94,23.28,6.73,9.05,6.63,37.7,14.07,16.16,16.06,34.73,25.64,8.78,19.09,6.38,8.46,16.55,10.2,7.84,13.12,13.59,25.64,23.24,9.66,7.19,2.73,34.4,13.62,13.62,8.54,36.32,12.12,16.91,49.3,17.97,17.97,33.97,14.3,7.58,21.26,14.05,12.63,17.42,11.73,9.16,12.44,8.52,30.3,14.52,44.4,13.6,46.82,6.66,6.66,40.23,17.57,27.87,27.46,8.19,8.23,43.79,9.17,21.72,10.03,44.69,7.34,9.16,9.57,10.56,FOR.C Co. Ltd.
